Players Shortage,نقص اللاعبين,Oyunçu çatışmazlığı,Недостиг на играчи,Escassez de jogadores,Manjak igrača,Nedostatek hráčů,Mangel på spillere,Spelers tekort,Players Shortage,Kakulangan ng mga Manlalaro,Pelaajapula,Pénurie de joueurs,Spielermangel,Ελλείψεις παικτών,מחסור בשחקנים,Játékoshiány,Leikmannaskortur,Kekurangan Pemain,Carenza di giocatori,選手不足,Ойыншылардың тапшылығы,플레이어 부족,Spēlētāju trūkums,Žaidėjų trūkumas,Kekurangan Pemain,Mangel på spillere,Niedobór graczy,Escassez de jogadores,Lipsa de jucători,Нехватка игроков,球员短缺,Nedostatok hráčov,Pomanjkanje igralcev,Escasez de jugadores,Spelarbrist,ผู้เล่นขาดแคลน,球員短缺,Oyuncu Eksikliği,Дефіцит гравців,O'yinchilar etishmasligi,Thiếu người chơi
minimum number of players is needed to start a tournament,مطلوب الحد الأدنى لعدد اللاعبين لبدء البطولة,Turnirə başlamaq üçün minimum oyunçu sayı lazımdır,минимален брой играчи е необходим за започване на турнир,é necessário um número mínimo de jogadores para iniciar um torneio,minimalan broj igrača potreban je za početak turnira,Pro zahájení turnaje je potřeba minimální počet hráčů,minimum antal spillere er nødvendigt for at starte en turnering,Er is een minimum aantal spelers nodig om een ​​toernooi te starten,minimum number of players is needed to start a tournament,minimum na bilang ng mga manlalaro ang kailangan para magsimula ng tournament,turnauksen aloittamiseen tarvitaan vähimmäismäärä pelaajia,un nombre minimum de joueurs est requis pour démarrer un tournoi,"Um ein Turnier zu starten, ist eine Mindestanzahl an Spielern erforderlich",απαιτείται ελάχιστος αριθμός παικτών για να ξεκινήσει ένα τουρνουά,יש צורך במספר מינימלי של שחקנים כדי להתחיל טורניר,minimális számú játékos szükséges a verseny elindításához,lágmarksfjölda spilara þarf til að hefja mót,jumlah minimum pemain diperlukan untuk memulai turnamen,è necessario un numero minimo di giocatori per iniziare un torneo,トーナメントを開始するには最小プレイヤー数が必要です,Турнирді бастау үшін ойыншылардың ең аз саны қажет,토너먼트를 시작하려면 최소 플레이어 수가 필요합니다,"Lai sāktu turnīru, ir nepieciešams minimālais spēlētāju skaits",norint pradėti turnyrą reikia minimalaus žaidėjų skaičiaus,bilangan minimum pemain diperlukan untuk memulakan sesuatu kejohanan,minimum antall spillere er nødvendig for å starte en turnering,do rozpoczęcia turnieju wymagana jest minimalna liczba graczy,é necessário um número mínimo de jogadores para iniciar um torneio,este necesar un număr minim de jucători pentru a începe un turneu,для начала турнира необходимо минимальное количество игроков,开始锦标赛所需的最低玩家人数,na začatie turnaja je potrebný minimálny počet hráčov,minimalno število igralcev je potrebno za začetek turnirja,Se necesita un número mínimo de jugadores para comenzar un torneo.,minsta antal spelare krävs för att starta en turnering,จำนวนผู้เล่นขั้นต่ำเป็นสิ่งจำเป็นในการเริ่มทัวร์นาเมนต์,開始錦標賽所需的最低玩家人數,Bir turnuvanın başlaması için minimum oyuncu sayısına ihtiyaç vardır,мінімальна кількість гравців необхідна для початку турніру,Turnirni boshlash uchun minimal o'yinchilar soni kerak,cần có số lượng người chơi tối thiểu để bắt đầu một giải đấu
CONGRATULATIONS,تهانينا,TƏBRİK EDİRƏM,ЧЕСТИТО,PARABÉNS,ČESTITAMO,GRATULUJEME,TILLYKKE,GEFELICITEERD,CONGRATULATIONS,CONGRATULATIONS,ONNITTELUT,TOUTES NOS FÉLICITATIONS,GLÜCKWUNSCH,ΣΥΓΧΑΡΗΤΗΡΙΑ,מזל טוב,GRATULÁLUNK,TIL HAMINGJU,SELAMAT,CONGRATULAZIONI,おめでとう,ҚҰТТЫҚТАЙМЫЗ,축하해요,APSVEICAM,SVEIKINAME,TAHNIAH,GRATULERER,GRATULACJE,PARABÉNS,FELICITĂRI,ПОЗДРАВЛЯЕМ,恭喜,GRATULUJEME,ČESTITAM,FELICIDADES,GRATTIS,ยินดีด้วย,恭喜,TEBRİKLER,ВІТАЄМО,TABRIKLAYMAN,CHÚC MỪNG
Powers are only valid in free mode,الصلاحيات صالحة فقط في الوضع الحر,Səlahiyyətlər yalnız sərbəst rejimdə etibarlıdır,Силите са валидни само в безплатен режим,Os poderes só são válidos no modo livre,Ovlasti vrijede samo u besplatnom načinu rada,Výkony jsou platné pouze ve volném režimu,Beføjelser er kun gyldige i fri tilstand,Krachten zijn alleen geldig in de vrije modus,Powers are only valid in free mode,Ang mga kapangyarihan ay may bisa lamang sa libreng mode,Valtuutukset ovat voimassa vain vapaassa tilassa,Les pouvoirs ne sont valables qu'en mode gratuit,Kräfte sind nur im freien Modus gültig,Οι εξουσίες ισχύουν μόνο σε ελεύθερη λειτουργία,הסמכויות תקפות רק במצב חופשי,A jogosítványok csak szabad módban érvényesek,Völd gilda aðeins í frjálsum ham,Kekuatan hanya berlaku dalam mode bebas,I poteri sono validi solo in modalità gratuita,パワーはフリーモードでのみ有効です,Өкілеттіктер тек еркін режимде жарамды,권한은 자유 모드에서만 유효합니다.,Pilnvaras ir derīgas tikai brīvajā režīmā,Galios galioja tik laisvuoju režimu,Kuasa hanya sah dalam mod percuma,Krafter er kun gyldige i fri modus,Moce są ważne tylko w trybie wolnym,Os poderes só são válidos no modo livre,Puterile sunt valabile doar în modul liber,Способности действительны только в свободном режиме.,权力仅在自由模式下有效,Právomoci sú platné iba vo voľnom režime,Moč velja samo v prostem načinu,Los poderes sólo son válidos en modo libre,Krafter är endast giltiga i fritt läge,พาวเวอร์ใช้ได้เฉพาะในโหมดอิสระเท่านั้น,權力僅在自由模式下有效,Güçler yalnızca serbest modda geçerlidir,Повноваження діють лише у безкоштовному режимі,Vakolatlar faqat erkin rejimda amal qiladi,Quyền hạn chỉ có hiệu lực ở chế độ miễn phí
Note,ملحوظة,Qeyd,Забележка,Observação,Bilješka,Poznámka,Bemærk,Opmerking,Note,Tandaan,Huomautus,Note,Notiz,Σημείωση,הערה,jegyzet,Athugið,Catatan,Nota,注記,Ескерту,메모,Piezīme,Pastaba,Catatan,Merk,Notatka,Observação,Notă,Примечание,笔记,Poznámka,Opomba,Nota,Notera,บันทึก,筆記,Not,Примітка,Eslatma,Ghi chú
View,منظر,Baxın,Преглед,Visualizar,Pogled,Pohled,Udsigt,Weergave,View,Tingnan,Näytä,Voir,Sicht,Θέα,נוף,Kilátás,Útsýni,Melihat,Visualizzazione,ビュー,Көру,보다,Skatīt,Žiūrėti,Lihat,Utsikt,Pogląd,Visualizar,Vedere,Вид,看法,vyhliadka,Pogled,Vista,Se,ดู,看法,Görüş,Переглянути,Ko'rinish,Xem
Music Club,نادى موسيقى,Musiqi Klubu,Музикален клуб,Clube de música,Glazbeni klub,Hudební klub,Musikklub,Muziekclub,Music Club,Music Club,Musiikkiklubi,Club de musique,Diskothek,Μουσική Λέσχη,מועדון המוזיקה,Zenei Klub,Tónlistarklúbbur,Klub musik,Club di musica,音楽クラブ,Музыкалық клуб,뮤직클럽,Mūzikas klubs,Muzikos klubas,Kelab Muzik,Musikkklubb,Klub muzyczny,Clube de música,Muzica de club,Музыкальный клуб,音乐俱乐部,Hudobný klub,Glasbeni klub,Club de musica,Musik klubb,ชมรมดนตรี,音樂俱樂部,Müzik Kulübü,Музичний клуб,Musiqa klubi,Câu lạc bộ âm nhạc
optional reward videos are still available even after purchase,تظل مقاطع فيديو المكافآت الاختيارية متاحة حتى بعد الشراء,isteğe bağlı mükafat videoları hətta satın alındıqdan sonra da mövcuddur,незадължителните видеоклипове за награди все още са налични дори след покупка,vídeos de recompensa opcionais ainda estão disponíveis mesmo após a compra,izborni nagradni videozapisi i dalje su dostupni čak i nakon kupnje,volitelná videa s odměnou jsou stále k dispozici i po zakoupení,"valgfri belønningsvideoer er stadig tilgængelige, selv efter køb",optionele beloningsvideo's zijn zelfs na aankoop nog steeds beschikbaar,optional reward videos are still available even after purchase,available pa rin ang mga opsyonal na reward na video kahit na pagkatapos ng pagbili,valinnaiset palkintovideot ovat edelleen saatavilla oston jälkeen,des vidéos de récompense facultatives sont toujours disponibles même après l'achat,Optionale Belohnungsvideos sind auch nach dem Kauf weiterhin verfügbar,Τα προαιρετικά βίντεο ανταμοιβής εξακολουθούν να είναι διαθέσιμα ακόμα και μετά την αγορά,סרטוני תגמול אופציונליים עדיין זמינים גם לאחר הרכישה,az opcionális jutalomvideók a vásárlás után is elérhetők,"Valfrjáls verðlaunamyndbönd eru enn fáanleg, jafnvel eftir kaup",video hadiah opsional masih tersedia bahkan setelah pembelian,i video premio opzionali sono ancora disponibili anche dopo l'acquisto,オプションの特典ビデオは購入後も利用可能です,Қосымша сыйлық бейнелері сатып алғаннан кейін де қолжетімді,선택적인 보상 동영상은 구매 후에도 계속 사용할 수 있습니다.,neobligātie atlīdzības videoklipi joprojām ir pieejami pat pēc iegādes,pasirenkami apdovanojimo vaizdo įrašai vis dar pasiekiami net įsigijus,video ganjaran pilihan masih tersedia walaupun selepas pembelian,valgfrie belønningsvideoer er fortsatt tilgjengelige selv etter kjøpet,opcjonalne filmy z nagrodami są nadal dostępne nawet po zakupie,vídeos de recompensa opcionais ainda estão disponíveis mesmo após a compra,videoclipurile cu recompensă opționale sunt încă disponibile chiar și după cumpărare,дополнительные видеоролики с наградами по-прежнему доступны даже после покупки.,即使购买后，可选的奖励视频仍然可用,voliteľné videá s odmenou sú stále dostupné aj po zakúpení,neobvezni nagradni videi so še vedno na voljo tudi po nakupu,Los videos de recompensa opcionales todavía están disponibles incluso después de la compra.,valfria belöningsvideor är fortfarande tillgängliga även efter köp,วิดีโอรางวัลเสริมยังคงมีให้ใช้งานแม้หลังจากการซื้อแล้ว,即使購買後，可選的獎勵視頻仍然可用,"isteğe bağlı ödül videoları, satın alma işleminden sonra bile hâlâ mevcuttur",додаткові відео з винагородою доступні навіть після покупки,ixtiyoriy mukofot videolari xariddan keyin ham mavjud,video phần thưởng tùy chọn vẫn có sẵn ngay cả sau khi mua
Make this purchase to permanently remove ads!,قم بإجراء عملية الشراء هذه لإزالة الإعلانات نهائيًا!,Reklamları həmişəlik silmək üçün bu alışı edin!,"Направете тази покупка, за да премахнете рекламите за постоянно!",Faça esta compra para remover anúncios permanentemente!,Izvršite ovu kupnju da biste trajno uklonili oglase!,Provedením tohoto nákupu trvale odstraníte reklamy!,Foretag dette køb for at fjerne annoncer permanent!,Doe deze aankoop om advertenties permanent te verwijderen!,Make this purchase to permanently remove ads!,Gawin ang pagbiling ito upang permanenteng alisin ang mga ad!,Tee tämä osto poistaaksesi mainokset pysyvästi!,Effectuez cet achat pour supprimer définitivement les publicités !,"Machen Sie diesen Kauf, um Werbung dauerhaft zu entfernen!",Κάντε αυτήν την αγορά για να καταργήσετε οριστικά τις διαφημίσεις!,בצע את הרכישה הזו כדי להסיר מודעות לצמיתות!,A hirdetések végleges eltávolításához hajtsa végre ezt a vásárlást!,Gerðu þessi kaup til að fjarlægja auglýsingar varanlega!,Lakukan pembelian ini untuk menghapus iklan secara permanen!,Effettua questo acquisto per rimuovere definitivamente gli annunci!,広告を完全に削除するには、この購入を行ってください。,Жарнамаларды біржола жою үшін осы сатып алуды жасаңыз!,광고를 영구적으로 제거하려면 이 제품을 구매하세요!,"Veiciet šo pirkumu, lai neatgriezeniski noņemtu reklāmas!","Įsigykite šį pirkinį, kad visam laikui pašalintumėte skelbimus!",Buat pembelian ini untuk mengalih keluar iklan secara kekal!,Gjør dette kjøpet for å fjerne annonser permanent!,"Dokonaj tego zakupu, aby trwale usunąć reklamy!",Faça esta compra para remover anúncios permanentemente!,Faceți această achiziție pentru a elimina definitiv anunțurile!,"Совершите эту покупку, чтобы навсегда удалить рекламу!",购买此产品可永久删除广告！,"Urobte tento nákup, aby ste natrvalo odstránili reklamy!","Če želite trajno odstraniti oglase, opravite ta nakup!",¡Realice esta compra para eliminar anuncios permanentemente!,Gör det här köpet för att ta bort annonser permanent!,ทำการซื้อนี้เพื่อลบโฆษณาอย่างถาวร!,購買此產品可永久刪除廣告！,Reklamları kalıcı olarak kaldırmak için bu satın alma işlemini yapın!,"Зробіть цю покупку, щоб остаточно видалити рекламу!",Reklamalarni butunlay olib tashlash uchun ushbu xaridni amalga oshiring!,Hãy mua hàng này để loại bỏ vĩnh viễn quảng cáo!
Remove Ads,ازالة الاعلانات,Reklamları Sil,Премахни рекламите,Remover propagandas,Makni reklame,odebrat reklamy,Fjern annoncer,Verwijder advertenties,Remove Ads,Alisin ang Mga Ad,Poista mainokset,Supprimez la pub,Anzeigen entfernen,Αφαίρεσε τις διαφημίσεις,הסר פרסומות,Hirdetések eltávolítása,Fjarlægja auglýsingar,Hilangkan iklan,Rimuovere gli annunci,広告を削除,Жарнамаларды жою,광고를 제거하다,Noņemt reklāmas,Panaikinti reklamas,Alih Keluar Iklan,Fjern annonser,Usuń reklamy,Remover propagandas,Elimina anunțurile,Убрать рекламу,移除广告,Odstrániť reklamy,Odstrani oglase,Quitar anuncios,Ta bort annonser,ลบโฆษณา,移除廣告,reklamları kaldırmak,Видалити рекламу,Reklamalarni olib tashlash,Loại bỏ các quảng cáo
BUY,يشتري,ALIN,КУПУВА,COMPRAR,KUPITI,KOUPIT,KØBE,KOPEN,BUY,BUMILI,OSTAA,ACHETER,KAUFEN,ΑΓΟΡΑ,לִקְנוֹת,MEGVESZ,KAUPA,MEMBELI,ACQUISTARE,買う,САТЫП АЛУ,구입하다,PIRKT,PIRKTI,BELI,KJØPE,KUPIĆ,COMPRAR,CUMPĂRĂ,КУПИТЬ,买,KÚPIŤ,KUPITE,COMPRAR,KÖPA,ซื้อ,買,SATIN ALMAK,КУПИТИ,SOTIB OLISH,MUA
Extras,إضافات,Əlavələr,Екстри,Extras,Dodaci,Extra,Ekstra,Extra's,Extras,Mga extra,Ekstrat,Suppléments,Extras,Πρόσθετα,תוספות,Extrák,Aukahlutir,Ekstra,Extra,エクストラ,Қосымшалар,엑스트라,Ekstras,Priedai,Tambahan,Ekstrautstyr,Dodatki,Extras,In plus,Дополнительно,附加功能,Extra,Dodatki,Extras,Extrafunktioner,บริการพิเศษ,附加功能,Ekstralar,Додатково,Qo'shimchalar,Tiện ích bổ sung
Free,حر,Pulsuz,Безплатно,Livre,Besplatno,"Volný, uvolnit",Gratis,Vrij,Free,Libre,Vapaa,Gratuit,Frei,Ελεύθερος,חינם,Ingyenes,Ókeypis,Bebas,Gratuito,無料,Тегін,무료,Bezmaksas,Laisvas,Percuma,Gratis,Bezpłatny,Livre,Gratuit,Бесплатно,自由的,zadarmo,prost,Gratis,Fri,ฟรี,自由的,Özgür,безкоштовно,Ozod,Miễn phí
Gems,الأحجار الكريمة,Daşlar,скъпоценни камъни,Gemas,Dragulji,Drahokamy,Ædelstene,Edelstenen,Gems,Mga hiyas,Jalokivet,Pierres précieuses,Edelsteine,Πολύτιμοι λίθοι,אבני חן,Drágakövek,Gimsteinar,Permata,Gemme,宝石,Асыл тастар,보석,Dārgakmeņi,Brangakmeniai,permata,Edelstener,Klejnoty,Gemas,Pietre prețioase,Драгоценные камни,宝石,Drahokamy,Dragulji,Gemas,Ädelsten,อัญมณี,寶石,Taşlar,дорогоцінні камені,Qimmatbaho toshlar,đá quý
sapphires,الياقوت,sapfirlər,сапфири,safiras,safiri,safíry,safirer,saffieren,sapphires,mga sapiro,safiirit,saphirs,Saphire,ζαφείρια,ספיר,zafírok,safír,safir,zaffiri,サファイア,сапфирлер,사파이어,safīri,safyrai,nilam,safirer,szafiry,safiras,safire,сапфиры,蓝宝石,zafíry,safirji,zafiros,safirer,ไพลิน,藍寶石,safirler,сапфіри,sapfirlar,ngọc bích
Enrich your profile with new avatars,إثراء ملفك الشخصي بصور رمزية جديدة,Profilinizi yeni avatarlarla zənginləşdirin,Обогатете профила си с нови аватари,Enriqueça seu perfil com novos avatares,Obogatite svoj profil novim avatarima,Obohaťte svůj profil o nové avatary,Berig din profil med nye avatarer,Verrijk je profiel met nieuwe avatars,Enrich your profile with new avatars,Pagyamanin ang iyong profile gamit ang mga bagong avatar,Rikastuta profiiliasi uusilla avatarilla,Enrichissez votre profil avec de nouveaux avatars,Bereichern Sie Ihr Profil mit neuen Avataren,Εμπλουτίστε το προφίλ σας με νέα avatar,העשיר את הפרופיל שלך באווטרים חדשים,Gazdagítsa profilját új avatarokkal,Auðgaðu prófílinn þinn með nýjum avatarum,Perkaya profil Anda dengan avatar baru,Arricchisci il tuo profilo con nuovi avatar,新しいアバターでプロフィールを充実させましょう,Профильіңізді жаңа аватарлармен байытыңыз,새로운 아바타로 프로필을 풍성하게 만드세요,Bagātiniet savu profilu ar jauniem iemiesojumiem,Praturtinkite savo profilį naujais avatarais,Perkaya profil anda dengan avatar baharu,Berik profilen din med nye avatarer,Wzbogać swój profil o nowe awatary,Enriqueça seu perfil com novos avatares,Îmbogățiți-vă profilul cu noi avatare,Пополните свой профиль новыми аватарами,使用新头像丰富您的个人资料,Obohaťte svoj profil o nových avatarov,Obogatite svoj profil z novimi avatarji,Enriquece tu perfil con nuevos avatares,Berika din profil med nya avatarer,ตกแต่งโปรไฟล์ของคุณด้วยอวตารใหม่,使用新頭像豐富您的個人資料,Profilinizi yeni avatarlarla zenginleştirin,Збагатіть свій профіль новими аватарами,Profilingizni yangi avatarlar bilan boyiting,Làm phong phú hồ sơ của bạn với hình đại diện mới
daily avatar,الصورة الرمزية اليومية,gündəlik avatar,ежедневен аватар,avatar diário,dnevni avatar,denní avatar,daglig avatar,dagelijkse avatar,daily avatar,araw-araw na avatar,päivittäinen avatar,avatar quotidien,täglicher Avatar,καθημερινό avatar,אוואטר יומי,napi avatar,daglegur avatar,avatar harian,avatar quotidiano,毎日のアバター,күнделікті аватар,일일 아바타,ikdienas iemiesojums,kasdieninis avataras,avatar harian,daglig avatar,codzienny awatar,avatar diário,avatar zilnic,ежедневный аватар,每日头像,denný avatar,dnevni avatar,avatar diario,daglig avatar,อวตารรายวัน,每日頭像,günlük avatar,щоденний аватар,kundalik avatar,hình đại diện hàng ngày
"Buy More, Pay Less",اشتري أكثر وادفع أقل,"Daha çox al, daha az ödə","Купувайте повече, плащайте по-малко","Compre mais, pague menos","Kupite više, platite manje","Kupte více, plaťte méně","Køb mere, betal mindre","Koop meer, betaal minder","Buy More, Pay Less","Bumili ng Higit, Magbayad ng Mas Kaunti","Osta enemmän, maksa vähemmän","Achetez plus, payez moins","Kaufen Sie mehr, zahlen Sie weniger","Αγοράστε περισσότερα, πληρώστε λιγότερα","קנה יותר, שלם פחות","Vásároljon többet, fizessen kevesebbet","Kauptu meira, borgaðu minna","Beli Lebih Banyak, Bayar Lebih Sedikit","Acquista di più, paga di meno",より多く購入し、より少ない支払いで,"Көбірек сатып алыңыз, аз төлеңіз",더 많이 구매하고 더 적은 비용으로 지불하세요,"Pērciet vairāk, maksājiet mazāk","Pirkite daugiau, mokėkite mažiau","Beli Lebih, Bayar Kurang","Kjøp mer, betal mindre","Kup więcej, zapłać mniej","Compre mais, pague menos","Cumpărați mai mult, plătiți mai puțin","Покупайте больше, платите меньше",买更多，付更少,"Kúpte viac, plaťte menej","Kupite več, plačajte manj","Compre más, pague menos","Köp mer, betala mindre",ซื้อมากขึ้นจ่ายน้อยลง,買更多，付更少,"Daha Fazla Satın Alın, Daha Az Ödeyin","Купуйте більше, платіть менше","Ko'proq sotib oling, kamroq to'lang","Mua nhiều hơn, trả ít hơn"
Work Bundle,حزمة العمل,İş dəsti,Работен пакет,Pacote de trabalho,Radni paket,Pracovní balíček,Arbejdspakke,Werkbundel,Work Bundle,Bundle ng Trabaho,Työpaketti,Lot de travaux,Arbeitsbündel,Πακέτο εργασίας,חבילת עבודה,Munkacsomag,Vinnubúnt,Paket Kerja,Pacchetto di lavoro,ワークバンドル,Жұмыс жинағы,작업 번들,Darba komplekts,Darbo rinkinys,Bundle Kerja,Arbeidspakke,Pakiet roboczy,Pacote de trabalho,Pachet de lucru,Рабочий пакет,工作包,Pracovný balík,Delovni sveženj,Paquete de trabajo,Arbetspaket,ชุดงาน,工作包,İş Paketi,Комплект роботи,Ish to'plami,Gói công việc
Encyclopedia,موسوعة,Ensiklopediya,Енциклопедия,Enciclopédia,Enciklopedija,Encyklopedie,Encyklopædi,Encyclopedie,Encyclopedia,Encyclopedia,Tietosanakirja,Encyclopédie,Enzyklopädie,Εγκυκλοπαιδεία,אֶנצִיקלוֹפֶּדִיָה,Enciklopédia,Alfræðiorðabók,Ensiklopedi,Enciclopedia,百科事典,Энциклопедия,백과 사전,Enciklopēdija,Enciklopedija,Ensiklopedia,Encyclopedia,Encyklopedia,Enciclopédia,Enciclopedie,Энциклопедия,百科全书,Encyklopédia,Enciklopedija,Enciclopedia,Encyklopedi,สารานุกรม,百科全書,Ansiklopedi,Енциклопедія,Ensiklopediya,Bách khoa toàn thư
Master's Special,الماجستير خاص,Magistr Xüsusi,Магистър Специален,Especial de Mestrado,Master's Special,Master's Special,Master's Special,Master speciaal,Master's Special,Espesyal ng Master,Master's Special,Spécial Master,Meister-Special,Ειδικό Master,ספיישל מאסטר,Mester speciális,Master's Special,Spesial Guru,Speciale del Maestro,マスターズスペシャル,Магистрлік арнайы,석사 특집,Maģistra īpašais,Specialusis magistro laipsnis,Istimewa Sarjana,Master spesial,Specjalność Mistrza,Especial de Mestrado,Special de master,Специальный курс магистратуры,硕士特别班,Majstrovský špeciál,Mojstrska specialka,Especial de maestría,Master's Special,ตอนพิเศษของอาจารย์,碩士特別班,Yüksek Lisans Özel,Магістр спец,Magistrlik uchun maxsus,Thạc sĩ đặc biệt
Shop,محل,Mağaza,Магазин,Comprar,Dućan,Prodejna,Butik,Winkel,Shop,Mamili,Myymälä,Boutique,Geschäft,Κατάστημα,לִקְנוֹת,Üzlet,Verslun,Toko,Negozio,店,Дүкен,가게,Veikals,Parduotuvė,Kedai,Butikk,Sklep,Comprar,Magazin,Магазин,店铺,Obchod,Trgovina,Comercio,affär,ร้านค้า,店鋪,Mağaza,Магазин,Do'kon,Cửa hàng
NO DATA,لايوجد بيانات,MƏLUMAT YOXDUR,НЯМА ДАННИ,SEM DADOS,NEMA PODATAKA,ŽÁDNÁ DATA,INGEN DATA,GEEN GEGEVENS,NO DATA,WALANG DATA,EI DATAA,PAS DE DONNÉES,KEINE DATEN,ΧΩΡΙΣ ΔΕΔΟΜΕΝΑ,אין מידע,NINCS ADAT,ENGIN GÖGN,TIDAK ADA DATA,NESSUN DATO,データなし,ДЕРЕКТЕР ЖОҚ,데이터 없음,NAV DATU,NĖRA DUOMENŲ,TIADA DATA,INGEN DATA,BRAK DANYCH,SEM DADOS,NU EXISTĂ DATE,НЕТ ДАННЫХ,没有数据,ŽIADNE DÁTA,NI PODATKOV,SIN DATOS,INGA DATA,ไม่มีข้อมูล,沒有數據,VERİ YOK,НЕМАЄ ДАНИХ,MA'LUMOT YO'Q,KHÔNG CÓ DỮ LIỆU
leaderboard,المتصدرين,liderlər lövhəsi,класация,Entre os melhores,ljestvica,žebříčku,leaderboard,Scorebord,leaderboard,leaderboard,tulostaulu,classement,Bestenliste,βαθμολογικό πίνακα,Leaderboard,ranglista,stigatöflu,papan peringkat,classifica,リーダーボード,көшбасшылар тақтасы,리더보드,līderu saraksts,lyderių lentelė,papan pendahulu,ledertavle,tabela wyników,Entre os melhores,clasament,таблица лидеров,排行榜,rebríček,lestvica najboljših,tabla de clasificación,topplista,ลีดเดอร์บอร์ด,排行榜,Liderler Sıralaması,таблиця лідерів,peshqadamlar paneli,bảng xếp hạng
join,ينضم,qoşulun,присъединяване,juntar,pridružiti,připojit,tilslutte,meedoen,join,sumali,liittyä seuraan,rejoindre,verbinden,Συμμετοχή,לְהִצְטַרֵף,csatlakozik,taka þátt,bergabung,giuntura,参加する,қосылу,가입하다,pievienoties,prisijungti,sertai,bli med,dołączyć,juntar,a te alatura,присоединиться,加入,pripojiť sa,pridruži se,unirse,Ansluta sig,เข้าร่วม,加入,katılmak,приєднатися,qo'shilish,tham gia
PLAY,يلعب,OYNAMAQ,ИГРАЙТЕ,JOGAR,IGRA,HRÁT SI,SPIL,TONEELSTUK,PLAY,MAGLARO,PELATA,JOUER,SPIELEN,ΠΑΙΖΩ,לְשַׂחֵק,JÁTÉK,LEIKA,BERMAIN,GIOCARE,遊ぶ,ОЙНАУ,놀다,SPĒLĒT,ŽAISTI,BERMAIN,SPILLE,GRAĆ,JOGAR,JOACA,ИГРАТЬ,玩,HRAŤ,IGRAJ,JUGAR,SPELA,เล่น,玩,OYNAMAK,ГРАТИ,O‘YNA,CHƠI
LOBBY,ردهة,LOBBİ,ФОАЙЕ,SALÃO,LOBI,LOBBY,LOBBY,LOBBY,LOBBY,LOBBY,AULA,HALL D'ENTRÉE,EMPFANGSHALLE,ΑΙΘΟΥΣΑ,לובי,ELŐCSARNOK,ANDRÝMI,LOBI,ATRIO,ロビー,ЛОББИ,로비,LOBIJA,LOBIS,LOBI,LOBBY,LOBBY,SALÃO,LOBBY,ЛОББИ,大堂,LOBBY,AVLA,VESTÍBULO,LOBBY,ล็อบบี้,大堂,LOBİ,ЛОБІ,LOBBI,SẢNH
STATUS,حالة,STATUS,СТАТУС,STATUS,STATUS,POSTAVENÍ,STATUS,TOESTAND,STATUS,STATUS,TILA,STATUT,STATUS,ΚΑΤΑΣΤΑΣΗ,סטָטוּס,ÁLLAPOT,STÖÐU,STATUS,STATO,状態,МӘРТЕБЕСІ,상태,STATUSS,STATUSAS,STATUS,STATUS,STATUS,STATUS,STARE,ПОЛОЖЕНИЕ ДЕЛ,地位,POSTAVENIE,STANJE,ESTADO,STATUS,สถานะ,地位,DURUM,СТАТУС,HOLAT,TRẠNG THÁI
PRIZE POOL,مجموع جوائز,MÜKAFAT HAVUZU,НАГРАДЕН ФОНД,CONJUNTO DE PRÊMIOS,NAGRADNI FOND,PRIZE POOL,Præmiepulje,PRIJZENPOT,PRIZE POOL,PRIZE POOL,PALKINTOPOTTI,RÉCOLTE DE PRIX,PREIS POOL,ΒΡΑΒΕΙΑ,מאגר פרסים,NYEREMÉNY,VERÐLAUNARGANGUR,KOLAM HADIAH,MONTEPREMI,賞金総額,ЖҮЛДЕГЕ ПЕН,상금 풀,BALVU BASLANS,PRIZŲ BEZAS,KOLAM HADIAH,PREMIEPOTT,PULA NAGRÓD,CONJUNTO DE PRÊMIOS,FOND DE PREMII,ПРИЗОВОЙ ФОНД,奖池,PRIZE POOL,NAGRADNI Sklad,BOLSA DE PREMIOS,PRISPOTTEN,รางวัลรวม,獎金池,ÖDÜL HAVUZU,ПРИЗОВИЙ ФОНД,SOVRO POLI,GIẢI THƯỞNG
FEE,مصاريف,HAQQ,ТАКСА,TAXA,PRISTOJBA,POPLATEK,BETALING,TARIEF,FEE,BAYAD,MAKSU,FRAIS,GEBÜHR,ΤΕΛΗ,תַשְׁלוּם,DÍJ,GJALD,BIAYA,TASSA,手数料,ТАҚЫРЫС,요금,MAKSA,RINKLIAVA,BAYARAN,AVGIFT,OPŁATA,TAXA,TAXĂ,ПЛАТЕЖ,费用,POPLATOK,PRISTOJBINA,TARIFA,AVGIFT,ค่าธรรมเนียม,費用,ÜCRET,КОМІСІЯ,HAQ,PHÍ
PRIZE,جائزة,HƏDİYYƏ,НАГРАДА,PRÊMIO,NAGRADA,CENA,PRÆMIE,PRIJS,PRIZE,PREMYO,PALKINTO,PRIX,PREIS,ΒΡΑΒΕΙΟ,פרס,DÍJ,VERÐ,HADIAH,PREMIO,賞,ЖҮЛДЕГЕ,상,BALVA,PRIZAS,HADIAH,PREMIE,NAGRODA,PRÊMIO,PREMIU,ПРИЗ,奖,CENA,NAGRADA,PREMIO,PRIS,รางวัล,獎,ÖDÜL,ПРИЗ,MUQOFIQ,PHẦN THƯỞNG
