User Id: 00fd,معرف المستخدم: 00fd,İstifadəçi İD: 00fd,Потребителско име: 00fd,ID do usuário: 00fd,Korisnički ID: 00fd,ID uživatele: 00fd,Bruger-id: 00fd,Gebruikers-ID: 00fd,User Id: 00fd,User Id: 00fd,Käyttäjätunnus: 00fd,Identifiant utilisateur : 00fd,Benutzer-ID: 00fd,Αναγνωριστικό χρήστη: 00fd,מזהה משתמש: 00fd,Felhasználói azonosító: 00fd,Auðkenni notanda: 00fd,Id Pengguna: 00fd,ID utente: 00fd,ユーザーID：00fd,Пайдаланушы идентификаторы: 00fd,사용자 ID: 00fd,Lietotāja ID: 00fd,Vartotojo ID: 00fd,Id Pengguna: 00fd,Bruker-ID: 00fd,Identyfikator użytkownika: 00fd,ID do usuário: 00fd,ID utilizator: 00fd,Идентификатор пользователя: 00fd,用户 ID：00fd,ID užívateľa: 00fd,ID uporabnika: 00fd,Identificación de usuario: 00fd,Användar-ID: 00fd,รหัสผู้ใช้: 00fd,用戶 ID：00fd,Kullanıcı Kimliği: 00fd,Ідентифікатор користувача: 00fd,Foydalanuvchi identifikatori: 00fd,Id người dùng: 00fd
Players Shortage,نقص اللاعبين,Oyunçu çatışmazlığı,Недостиг на играчи,Escassez de jogadores,Manjak igrača,Nedostatek hráčů,Mangel på spillere,Spelers tekort,Players Shortage,Kakulangan ng mga Manlalaro,Pelaajapula,Pénurie de joueurs,Spielermangel,Ελλείψεις παικτών,מחסור בשחקנים,Játékoshiány,Leikmannaskortur,Kekurangan Pemain,Carenza di giocatori,選手不足,Ойыншылардың жетіспеушілігі,플레이어 부족,Spēlētāju trūkums,Žaidėjų trūkumas,Kekurangan Pemain,Mangel på spillere,Niedobór graczy,Escassez de jogadores,Lipsa de jucători,Нехватка игроков,球员短缺,Nedostatok hráčov,Pomanjkanje igralcev,Escasez de jugadores,Spelarbrist,ผู้เล่นขาดแคลน,球員短缺,Oyuncu Eksikliği,Дефіцит гравців,O'yinchilar etishmasligi,Thiếu người chơi
Minimum number of players is needed to start a tournament,هناك حاجة إلى الحد الأدنى لعدد اللاعبين لبدء البطولة,Turnirə başlamaq üçün minimum oyunçu sayı lazımdır,"Необходим е минимален брой играчи, за да започнете турнир",É necessário um número mínimo de jogadores para iniciar um torneio,Za početak turnira potreban je minimalan broj igrača,Pro zahájení turnaje je potřeba minimální počet hráčů,Minimum antal spillere er nødvendigt for at starte en turnering,Er is een minimumaantal spelers nodig om een ​​toernooi te starten,Minimum number of players is needed to start a tournament,Minimum na bilang ng mga manlalaro ang kailangan para magsimula ng tournament,Turnauksen aloittamiseen tarvitaan vähimmäismäärä pelaajia,Un nombre minimum de joueurs est requis pour démarrer un tournoi,"Um ein Turnier zu starten, ist eine Mindestanzahl an Spielern erforderlich",Απαιτείται ελάχιστος αριθμός παικτών για να ξεκινήσει ένα τουρνουά,יש צורך במספר מינימלי של שחקנים כדי להתחיל טורניר,A verseny elindításához minimális számú játékos szükséges,Lágmarksfjöldi spilara þarf til að hefja mót,Jumlah minimum pemain diperlukan untuk memulai turnamen,È necessario un numero minimo di giocatori per iniziare un torneo,トーナメントを開始するには最小プレイヤー数が必要です,Турнирді бастау үшін ойыншылардың ең аз саны қажет,토너먼트를 시작하려면 최소 플레이어 수가 필요합니다,"Lai sāktu turnīru, ir nepieciešams minimālais spēlētāju skaits","Norint pradėti turnyrą, reikalingas minimalus žaidėjų skaičius",Bilangan minimum pemain diperlukan untuk memulakan kejohanan,Minimum antall spillere er nødvendig for å starte en turnering,"Aby rozpocząć turniej, wymagana jest minimalna liczba graczy",É necessário um número mínimo de jogadores para iniciar um torneio,Este necesar un număr minim de jucători pentru a începe un turneu,Для начала турнира необходимо минимальное количество игроков.,开始锦标赛所需的最低玩家人数,Na začatie turnaja je potrebný minimálny počet hráčov,Za začetek turnirja je potrebno najmanjše število igralcev,Se necesita un número mínimo de jugadores para comenzar un torneo.,Minsta antal spelare krävs för att starta en turnering,จำนวนผู้เล่นขั้นต่ำเป็นสิ่งจำเป็นในการเริ่มทัวร์นาเมนต์,開始錦標賽所需的最低玩家人數,Bir turnuvanın başlaması için minimum oyuncu sayısına ihtiyaç vardır,Для початку турніру необхідна мінімальна кількість гравців,Turnirni boshlash uchun minimal o'yinchilar soni kerak,Cần có số lượng người chơi tối thiểu để bắt đầu một giải đấu
CONGRATULATIONS,تهانينا,TƏBRİK EDİRƏM,ПОЗДРАВЛЕНИЯ,PARABÉNS,ČESTITAMO,GRATULUJI,TILLYKKE,GEFELICITEERD,CONGRATULATIONS,CONGRATULATIONS,ONNEA,FÉLICITATIONS,GLÜCKWUNSCH,ΣΥΓΧΑΡΗΤΗΡΙΑ,מזל טוב,GRATULÁLOK,TIL HAMINGJU,SELAMAT,CONGRATULAZIONI,おめでとう,ҚҰТТЫҚТАЙМЫЗ,축하해요,APSVEICAM,SVEIKINAME,TAHNIAH,GRATULERER,GRATULACJE,PARABÉNS,FELICITĂRI,ПОЗДРАВЛЯЕМ,恭喜,GRATULUJEME,ČESTITAM,FELICIDADES,GRATTIS,ยินดีด้วย,恭喜,TEBRİKLER,ВІТАЄМО,TABRIKLAYMAN,CHÚC MỪNG
Powers are only valid in free mode,الصلاحيات صالحة فقط في الوضع الحر,Səlahiyyətlər yalnız sərbəst rejimdə etibarlıdır,Силите са валидни само в безплатен режим,Os poderes só são válidos no modo livre,Ovlasti vrijede samo u besplatnom načinu rada,Výkony jsou platné pouze ve volném režimu,Beføjelser er kun gyldige i fri tilstand,Krachten zijn alleen geldig in de vrije modus,Powers are only valid in free mode,Ang mga kapangyarihan ay may bisa lamang sa libreng mode,Valtuutukset ovat voimassa vain vapaassa tilassa,Les pouvoirs ne sont valables qu'en mode gratuit,Kräfte sind nur im freien Modus gültig,Οι εξουσίες ισχύουν μόνο σε ελεύθερη λειτουργία,הסמכויות תקפות רק במצב חופשי,A jogosítványok csak szabad módban érvényesek,Völd gilda aðeins í frjálsum ham,Kekuatan hanya berlaku dalam mode bebas,I poteri sono validi solo in modalità gratuita,パワーはフリーモードでのみ有効です,Өкілеттіктер тек еркін режимде жарамды,권한은 자유 모드에서만 유효합니다.,Pilnvaras ir derīgas tikai brīvajā režīmā,Galios galioja tik laisvuoju režimu,Kuasa hanya sah dalam mod percuma,Krafter er kun gyldige i fri modus,Moce są ważne tylko w trybie wolnym,Os poderes só são válidos no modo livre,Puterile sunt valabile numai în modul liber,Способности действительны только в свободном режиме.,权力仅在自由模式下有效,Právomoci sú platné iba vo voľnom režime,Moč velja samo v prostem načinu,Los poderes sólo son válidos en modo libre,Krafter är endast giltiga i fritt läge,พาวเวอร์ใช้ได้เฉพาะในโหมดอิสระเท่านั้น,權力僅在自由模式下有效,Güçler yalnızca serbest modda geçerlidir,Повноваження діють лише у безкоштовному режимі,Vakolatlar faqat erkin rejimda amal qiladi,Quyền hạn chỉ có hiệu lực ở chế độ miễn phí
Note,ملحوظة,Qeyd,Забележка,Observação,Bilješka,Poznámka,Note,Opmerking,Note,Tandaan,Huom,Note,Notiz,Σημείωμα,פֶּתֶק,Jegyzet,Athugið,Catatan,Nota,注記,Ескерту,메모,Piezīme,Pastaba,Nota,Note,Notatka,Observação,Nota,Примечание,笔记,Poznámka,Opomba,Nota,Notera,บันทึก,筆記,Not,Примітка,Eslatma,Ghi chú
View,منظر,Baxın,Преглед,Visualizar,Pogled,Pohled,Udsigt,Weergave,View,Tingnan,Näytä,Voir,Sicht,Θέα,נוֹף,Kilátás,Skoða,Melihat,Visualizzazione,ビュー,Көру,보다,Skatīt,Žiūrėti,Lihat,Utsikt,Pogląd,Visualizar,Vedere,Вид,看法,Zobraziť,Pogled,Vista,Se,ดู,看法,Görüş,Переглянути,Ko‘rish,Xem
Music Club,نادي الموسيقى,Musiqi Klubu,Музикален клуб,Clube de Música,Glazbeni klub,Hudební klub,Musikklub,Muziekclub,Music Club,Music Club,Musiikkiklubi,Club de musique,Musikclub,Μουσική Λέσχη,מועדון מוזיקה,Zenei Klub,Tónlistarklúbbur,Klub Musik,Circolo musicale,音楽クラブ,Музыкалық клуб,뮤직클럽,Mūzikas klubs,Muzikos klubas,Kelab Muzik,Musikkklubb,Klub muzyczny,Clube de Música,Club de muzică,Музыкальный клуб,音乐俱乐部,Hudobný klub,Glasbeni klub,Club de música,Musikklubb,ชมรมดนตรี,音樂俱樂部,Müzik Kulübü,Музичний клуб,Musiqa klubi,Câu lạc bộ âm nhạc
Optional reward videos are still available even after purchase,تظل مقاطع فيديو المكافأة الاختيارية متاحة حتى بعد الشراء,Könüllü mükafat videoları hətta satın alındıqdan sonra da mövcuddur,Допълнителните видеоклипове за награди все още са налични дори след покупка,Vídeos de recompensa opcionais ainda estão disponíveis mesmo após a compra,Neobavezni nagradni videozapisi i dalje su dostupni čak i nakon kupnje,Volitelná videa s odměnou jsou stále k dispozici i po zakoupení,"Valgfri belønningsvideoer er stadig tilgængelige, selv efter køb",Optionele beloningsvideo's zijn zelfs na aankoop nog steeds beschikbaar,Optional reward videos are still available even after purchase,Available pa rin ang mga opsyonal na reward na video kahit pagkatapos ng pagbili,Valinnaiset palkintovideot ovat edelleen saatavilla oston jälkeen,Les vidéos de récompense facultatives sont toujours disponibles même après l'achat,Optionale Belohnungsvideos sind auch nach dem Kauf weiterhin verfügbar,Τα προαιρετικά βίντεο ανταμοιβής εξακολουθούν να είναι διαθέσιμα ακόμη και μετά την αγορά,סרטוני תגמול אופציונליים עדיין זמינים גם לאחר הרכישה,Az opcionális jutalomvideók a vásárlás után is elérhetők,"Valfrjáls verðlaunamyndbönd eru enn fáanleg, jafnvel eftir kaup",Video hadiah opsional masih tersedia bahkan setelah pembelian,I video premio opzionali sono ancora disponibili anche dopo l'acquisto,オプションの特典ビデオは購入後も利用可能です,Қосымша сыйлық бейнелері сатып алғаннан кейін де қолжетімді,구매 후에도 선택적 보상 동영상을 계속 사용할 수 있습니다.,Izvēles atlīdzības videoklipi joprojām ir pieejami pat pēc iegādes,Neprivalomi apdovanojimo vaizdo įrašai vis dar pasiekiami net įsigijus,Video ganjaran pilihan masih tersedia walaupun selepas pembelian,Valgfrie belønningsvideoer er fortsatt tilgjengelige selv etter kjøpet,Opcjonalne filmy z nagrodami są nadal dostępne nawet po zakupie,Vídeos de recompensa opcionais ainda estão disponíveis mesmo após a compra,Videoclipurile cu recompensă opționale sunt încă disponibile chiar și după cumpărare,Дополнительные видеоролики с наградами по-прежнему доступны даже после покупки.,即使购买后，可选的奖励视频仍然可用,Voliteľné odmenové videá sú stále dostupné aj po zakúpení,Izbirni videoposnetki z nagradami so še vedno na voljo tudi po nakupu,Los videos de recompensa opcionales todavía están disponibles incluso después de la compra.,Valfria belöningsvideor är fortfarande tillgängliga även efter köp,วิดีโอรางวัลเสริมยังคงมีให้ใช้งานแม้หลังจากการซื้อแล้ว,即使購買後，可選的獎勵視頻仍然可用,"İsteğe bağlı ödül videoları, satın alma işleminden sonra bile hâlâ mevcuttur",Додаткові відео з винагородою доступні навіть після покупки,Ixtiyoriy mukofot videolari xariddan keyin ham mavjud,Video phần thưởng tùy chọn vẫn có sẵn ngay cả sau khi mua
Make this purchase to permanently remove ads!,قم بإجراء عملية الشراء هذه لإزالة الإعلانات نهائيًا!,Reklamları həmişəlik silmək üçün bu alışı edin!,"Направете тази покупка, за да премахнете рекламите за постоянно!",Faça esta compra para remover anúncios permanentemente!,Izvršite ovu kupnju da biste trajno uklonili oglase!,Provedením tohoto nákupu trvale odstraníte reklamy!,Foretag dette køb for at fjerne annoncer permanent!,Doe deze aankoop om advertenties permanent te verwijderen!,Make this purchase to permanently remove ads!,Gawin ang pagbiling ito upang permanenteng alisin ang mga ad!,Tee tämä osto poistaaksesi mainokset pysyvästi!,Effectuez cet achat pour supprimer définitivement les publicités !,"Machen Sie diesen Kauf, um Werbung dauerhaft zu entfernen!",Κάντε αυτήν την αγορά για να καταργήσετε οριστικά τις διαφημίσεις!,בצע את הרכישה הזו כדי להסיר מודעות לצמיתות!,A hirdetések végleges eltávolításához hajtsa végre ezt a vásárlást!,Gerðu þessi kaup til að fjarlægja auglýsingar varanlega!,Lakukan pembelian ini untuk menghapus iklan secara permanen!,Effettua questo acquisto per rimuovere definitivamente gli annunci!,広告を完全に削除するには、この購入を行ってください。,Жарнамаларды біржола жою үшін осы сатып алуды жасаңыз!,광고를 영구적으로 제거하려면 이 제품을 구매하세요!,"Veiciet šo pirkumu, lai neatgriezeniski noņemtu reklāmas!","Įsigykite šį pirkinį, kad visam laikui pašalintumėte skelbimus!",Buat pembelian ini untuk mengalih keluar iklan secara kekal!,Gjør dette kjøpet for å fjerne annonser permanent!,"Dokonaj tego zakupu, aby trwale usunąć reklamy!",Faça esta compra para remover anúncios permanentemente!,Faceți această achiziție pentru a elimina definitiv anunțurile!,"Совершите эту покупку, чтобы навсегда удалить рекламу!",购买此产品可永久删除广告！,"Urobte tento nákup, aby ste natrvalo odstránili reklamy!","Izvedite ta nakup, če želite trajno odstraniti oglase!",¡Realice esta compra para eliminar anuncios permanentemente!,Gör det här köpet för att ta bort annonser permanent!,ทำการซื้อนี้เพื่อลบโฆษณาอย่างถาวร!,購買此產品可永久刪除廣告！,Reklamları kalıcı olarak kaldırmak için bu satın alma işlemini yapın!,"Зробіть цю покупку, щоб остаточно видалити рекламу!",Reklamalarni butunlay olib tashlash uchun ushbu xaridni amalga oshiring!,Hãy mua hàng này để loại bỏ vĩnh viễn quảng cáo!
Remove Ads,إزالة الإعلانات,Reklamları Sil,Премахване на реклами,Remover anúncios,Ukloni oglase,Odebrat reklamy,Fjern annoncer,Verwijder advertenties,Remove Ads,Alisin ang Mga Ad,Poista mainokset,Supprimer les publicités,Werbung entfernen,Κατάργηση διαφημίσεων,הסר מודעות,Távolítsa el a hirdetéseket,Fjarlægðu auglýsingar,Hapus Iklan,Rimuovi annunci,広告を削除する,Жарнамаларды жою,광고 제거,Noņemt reklāmas,Pašalinti skelbimus,Alih Keluar Iklan,Fjern annonser,Usuń reklamy,Remover anúncios,Eliminați reclamele,Удалить рекламу,删除广告,Odstrániť reklamy,Odstrani oglase,Eliminar anuncios,Ta bort annonser,ลบโฆษณา,刪除廣告,Reklamları Kaldır,Видалити рекламу,Reklamalarni olib tashlash,Xóa quảng cáo
BUY,يشتري,ALIN,КУПЕТЕ,COMPRAR,KUPITI,NAKOUPIT,KØBE,KOPEN,BUY,BUMILI,OSTAA,ACHETER,KAUFEN,ΑΓΟΡΑ,לִקְנוֹת,VÉTEL,KAUPA,MEMBELI,ACQUISTARE,買う,САТЫП АЛУ,구입하다,PIRKT,PIRKTI,BELI,KJØPE,KUPIĆ,COMPRAR,CUMPĂRA,КУПИТЬ,买,KÚPIŤ,KUPITE,COMPRAR,KÖPA,ซื้อ,買,SATIN ALMAK,КУПИТИ,SOTIB OLISH,MUA
Extras,إضافات,Əlavələr,Екстри,Extras,Dodaci,Extra,Ekstra,Extra's,Extras,Mga extra,Ekstrat,Suppléments,Extras,Έξτρα,תוספות,Extrák,Aukahlutir,Ekstra,Extra,エクストラ,Қосымшалар,엑스트라,Ekstras,Priedai,Tambahan,Ekstrautstyr,Dodatki,Extras,Suplimente,Дополнительно,附加功能,Extra,Dodatki,Extras,Extrafunktioner,บริการพิเศษ,附加功能,Ekstralar,Додатково,Qo'shimchalar,Tiện ích bổ sung
Free,حر,Pulsuz,безплатно,Livre,Besplatno,Uvolnit,Gratis,Vrij,Free,Libre,Ilmainen,Gratuit,Frei,Δωρεάν,לְשַׁחְרֵר,Ingyenes,Ókeypis,Bebas,Gratuito,無料,Тегін,무료,Bezmaksas,Nemokama,Percuma,Gratis,Bezpłatny,Livre,Gratuit,Бесплатно,自由的,Zadarmo,Brezplačno,Gratis,Gratis,ฟรี,自由的,Özgür,безкоштовно,Bepul,Miễn phí
Gems,الأحجار الكريمة,Daşlar,Скъпоценни камъни,Gemas,Dragulji,Drahokamy,Ædelstene,Edelstenen,Gems,Mga hiyas,Jalokivet,Pierres précieuses,Edelsteine,Πολύτιμοι λίθοι,אבני חן,Drágakövek,Gimsteinar,Permata,Gemme,宝石,Асыл тастар,보석,Dārgakmeņi,Brangakmeniai,permata,Edelstener,Klejnoty,Gemas,Pietre prețioase,Драгоценные камни,宝石,Drahokamy,Dragulji,Gemas,Ädelstenar,อัญมณี,寶石,Taşlar,дорогоцінні камені,Qimmatbaho toshlar,đá quý
Sapphires,الياقوت,Sapphires,Сапфири,Safiras,Safiri,safíry,Safirer,Saffieren,Sapphires,Mga sapiro,Safiirit,Saphirs,Saphire,Ζαφείρια,ספיר,Zafírok,Safírar,Safir,Zaffiri,サファイア,Сапфирлер,사파이어,Safīri,Safyrai,nilam,Safirer,Szafiry,Safiras,Safire,Сапфиры,蓝宝石,Zafíry,Safirji,Zafiros,Safirer,แซฟไฟร์,藍寶石,Safirler,Сапфіри,Safirlar,Đá sapphire
Enrich your profile with new avatars,إثراء ملفك الشخصي بصور رمزية جديدة,Profilinizi yeni avatarlarla zənginləşdirin,Обогатете профила си с нови аватари,Enriqueça seu perfil com novos avatares,Obogatite svoj profil novim avatarima,Obohaťte svůj profil o nové avatary,Berig din profil med nye avatarer,Verrijk je profiel met nieuwe avatars,Enrich your profile with new avatars,Pagyamanin ang iyong profile gamit ang mga bagong avatar,Rikastuta profiiliasi uusilla avatarilla,Enrichissez votre profil avec de nouveaux avatars,Bereichern Sie Ihr Profil mit neuen Avataren,Εμπλουτίστε το προφίλ σας με νέα avatar,העשיר את הפרופיל שלך באווטרים חדשים,Gazdagítsa profilját új avatarokkal,Auðgaðu prófílinn þinn með nýjum avatarum,Perkaya profil Anda dengan avatar baru,Arricchisci il tuo profilo con nuovi avatar,新しいアバターでプロフィールを充実させましょう,Профильіңізді жаңа аватарлармен байытыңыз,새로운 아바타로 프로필을 풍성하게 만드세요,Bagātiniet savu profilu ar jauniem iemiesojumiem,Praturtinkite savo profilį naujais avatarais,Perkaya profil anda dengan avatar baharu,Berik profilen din med nye avatarer,Wzbogać swój profil o nowe awatary,Enriqueça seu perfil com novos avatares,Îmbogățiți-vă profilul cu noi avatare,Пополните свой профиль новыми аватарами,使用新头像丰富您的个人资料,Obohaťte svoj profil o nových avatarov,Obogatite svoj profil z novimi avatarji,Enriquece tu perfil con nuevos avatares,Berika din profil med nya avatarer,ตกแต่งโปรไฟล์ของคุณด้วยอวตารใหม่,使用新頭像豐富您的個人資料,Profilinizi yeni avatarlarla zenginleştirin,Збагатіть свій профіль новими аватарами,Profilingizni yangi avatarlar bilan boyiting,Làm phong phú hồ sơ của bạn với hình đại diện mới
Daily avatar,الصورة الرمزية اليومية,Gündəlik avatar,Ежедневен аватар,Avatar diário,Dnevni avatar,Denní avatar,Daglig avatar,Dagelijkse avatar,Daily avatar,Araw-araw na avatar,Päivittäinen avatar,Avatar quotidien,Täglicher Avatar,Καθημερινό avatar,אוואטר יומי,Napi avatar,Daglegur avatar,Avatar harian,Avatar quotidiano,毎日のアバター,Күнделікті аватар,일일 아바타,Ikdienas iemiesojums,Kasdienis avataras,Avatar harian,Daglig avatar,Codzienny awatar,Avatar diário,Avatar zilnic,Ежедневный аватар,每日头像,Denný avatar,Dnevni avatar,avatar diario,Daglig avatar,อวตารรายวัน,每日頭像,Günlük avatar,Щоденний аватар,Kundalik avatar,Hình đại diện hàng ngày
"Buy More, Pay Less",اشتري أكثر وادفع أقل,"Daha çox al, daha az ödə","Купувайте повече, плащайте по-малко","Compre mais, pague menos","Kupujte više, plaćajte manje","Kupte více, plaťte méně","Køb mere, betal mindre","Koop meer, betaal minder","Buy More, Pay Less","Bumili ng Higit, Magbayad ng Mas Kaunti","Osta enemmän, maksa vähemmän","Achetez plus, payez moins","Kaufen Sie mehr, zahlen Sie weniger","Αγοράστε περισσότερα, πληρώστε λιγότερα","קנה יותר, שלם פחות","Vásároljon többet, fizessen kevesebbet","Kauptu meira, borgaðu minna","Beli Lebih Banyak, Bayar Lebih Sedikit","Acquista di più, paga di meno",より多く購入し、より少ない支払いで,"Көбірек сатып алыңыз, аз төлеңіз",더 많이 구매하고 더 적은 비용으로 지불하세요,"Pērciet vairāk, maksājiet mazāk","Pirkite daugiau, mokėkite mažiau","Beli Lebih, Bayar Kurang","Kjøp mer, betal mindre","Kup więcej, zapłać mniej","Compre mais, pague menos","Cumpărați mai mult, plătiți mai puțin","Покупайте больше, платите меньше",买更多，付更少,"Kúpte viac, plaťte menej","Kupite več, plačajte manj","Compre más, pague menos","Köp mer, betala mindre",ซื้อมากขึ้นจ่ายน้อยลง,買更多，付更少,"Daha Fazla Satın Alın, Daha Az Ödeyin","Купуйте більше, платіть менше","Ko'proq sotib oling, kamroq to'lang","Mua nhiều hơn, trả ít hơn"
Work Bundle,حزمة العمل,İş dəsti,Работен пакет,Pacote de trabalho,Radni paket,Pracovní balíček,Arbejdspakke,Werkbundel,Work Bundle,Bundle ng Trabaho,Työpaketti,Lot de travaux,Arbeitspaket,Πακέτο εργασίας,חבילת עבודה,Munkacsomag,Vinnubúnt,Paket Kerja,Pacchetto di lavoro,ワークバンドル,Жұмыс жинағы,작업 번들,Darba komplekts,Darbo rinkinys,Bundle Kerja,Arbeidspakke,Pakiet roboczy,Pacote de trabalho,Pachet de lucru,Рабочий пакет,工作包,Pracovný balík,Delovni sveženj,Paquete de trabajo,Arbetspaket,ชุดงาน,工作包,İş Paketi,Комплект роботи,Ish to'plami,Gói công việc
Encyclopedia,موسوعة,Ensiklopediya,Енциклопедия,Enciclopédia,Enciklopedija,Encyklopedie,Encyklopædi,Encyclopedie,Encyclopedia,Encyclopedia,Tietosanakirja,Encyclopédie,Enzyklopädie,Εγκυκλοπαιδεία,אֶנצִיקלוֹפֶּדִיָה,Enciklopédia,Alfræðiorðabók,Ensiklopedi,Enciclopedia,百科事典,Энциклопедия,백과 사전,Enciklopēdija,Enciklopedija,Ensiklopedia,Encyclopedia,Encyklopedia,Enciclopédia,Enciclopedie,Энциклопедия,百科全书,Encyklopédia,Enciklopedija,Enciclopedia,Encyklopedi,สารานุกรม,百科全書,Ansiklopedi,Енциклопедія,Entsiklopediya,Bách khoa toàn thư
Master's Special,الماجستير خاص,Magistr Xüsusi,Магистър Специален,Especial de Mestrado,Master's Special,Master's Special,Master's Special,Master speciaal,Master's Special,Espesyal ng Master,Master's Special,Spécial Master,Meister-Special,Master's Special,ספיישל מאסטר,Mester speciális,Master's Special,Spesial Guru,Speciale del Maestro,マスターズスペシャル,Магистрлік арнайы,석사 특집,Maģistra īpašais,Specialusis magistro laipsnis,Istimewa Sarjana,Master spesial,Specjalność Mistrza,Especial de Mestrado,Special de master,Специальный курс магистратуры,硕士特别班,Majstrovský špeciál,Mojstrska specialka,Especial de maestría,Master's Special,ตอนพิเศษของอาจารย์,碩士特別班,Yüksek Lisans Özel,Магістр спец,Magistrlik uchun maxsus,Thạc sĩ đặc biệt
Shop,محل,Mağaza,Магазин,Comprar,Dućan,Nakupovat,Butik,Winkel,Shop,Mamili,Kauppa,Boutique,Geschäft,Κατάστημα,לִקְנוֹת,Üzlet,Verslun,Toko,Negozio,店,Дүкен,가게,Veikals,Parduotuvė,kedai,Butikk,Sklep,Comprar,Magazin,Магазин,店铺,Obchod,Trgovina,Comercio,Handla,ร้านค้า,店鋪,Mağaza,Магазин,Do'kon,Cửa hàng
No Data,لا توجد بيانات,Data yoxdur,Няма данни,Sem dados,Nema podataka,Žádná data,Ingen data,Geen gegevens,No Data,Walang Data,Ei dataa,Aucune donnée,Keine Daten,Δεν υπάρχουν δεδομένα,אין נתונים,Nincs adat,Engin gögn,Tidak Ada Data,Nessun dato,データなし,Деректер жоқ,데이터 없음,Nav datu,Nėra duomenų,Tiada Data,Ingen data,Brak danych,Sem dados,Fără date,Нет данных,无数据,Žiadne údaje,Ni podatkov,Sin datos,Inga data,ไม่มีข้อมูล,無數據,Veri Yok,Немає даних,Maʼlumot yoʻq,Không có dữ liệu
Leaderboard,المتصدرين,Liderlər lövhəsi,класация,Tabela de classificação,Leaderboard,Žebříček,Leaderboard,Leiderbord,Leaderboard,Leaderboard,Tulostaulukko,Classement,Bestenliste,Leaderboard,Leaderboard,Ranglista,Topplisti,Papan peringkat,Classifica,リーダーボード,Көшбасшылар тақтасы,리더보드,Līderu saraksts,Lyderių lentelė,Papan pendahulu,Leaderboard,Tabela liderów,Tabela de classificação,Clasament,Таблица лидеров,排行榜,Rebríček,Lestvica najboljših,Tabla de clasificación,Leaderboard,ลีดเดอร์บอร์ด,排行榜,Liderlik tablosu,Таблиця лідерів,Peshqadamlar jadvali,Bảng xếp hạng
Join,ينضم,Qoşulun,Присъединете се,Juntar,Pridruži se,Připojte se,Deltag,Meedoen,Join,Sumali,Liity,Rejoindre,Verbinden,Ενώνω,לְהִצְטַרֵף,Csatlakozik,Vertu með,Bergabung,Giuntura,参加する,Қосылыңыз,가입하다,Pievienojieties,Prisijunk,Sertai,Bli med,Dołączyć,Juntar,Alăturați-vă,Присоединиться,加入,Pripojte sa,Pridruži se,Unirse,Ansluta sig till,เข้าร่วม,加入,Katılmak,Приєднуйтесь,Qo'shilish,Tham gia
Play,يلعب,Oyna,Играйте,Jogar,Igrati,Hrát,Spil,Toneelstuk,Play,Maglaro,Pelata,Jouer,Spielen,Παιχνίδι,לְשַׂחֵק,Játék,Spila,Bermain,Giocare,遊ぶ,Ойнау,놀다,Spēlēt,Žaisti,Main,Spille,Grać,Jogar,Juca,Играть,玩,Hrať,Igraj,Jugar,Spela,เล่น,玩,Oynamak,грати,O'ynang,Chơi
Lobby,ردهة,Lobbi,Лоби,Salão,Predvorje,Lobby,Lobbyen,Lobby,Lobby,Lobby,Aula,Hall d'entrée,Lobby,Αίθουσα,לוֹבִּי,Előcsarnok,Anddyri,Lobi,Hall,ロビー,Лобби,로비,Vestibils,Fojė,Lobi,Lobbyen,Lobby,Salão,Lobby,Лобби,大堂,Lobby,Preddverje,Vestíbulo,Lobby,ล็อบบี้,大堂,Lobi,Вестибюль,Lobbi,Sảnh
Status,حالة,Vəziyyət,Статус,Status,Status,Postavení,Status,Status,Status,Katayuan,Status,Statut,Status,Κατάσταση,סטָטוּס,Állapot,Staða,Status,Stato,状態,Күй,상태,Statuss,Būsena,Status,Status,Status,Status,Stare,Статус,地位,Stav,Stanje,Estado,Status,สถานะ,地位,Durum,Статус,Status,Trạng thái
Prize Pool,بركة الجائزة,Mükafat hovuzu,Награден фонд,Conjunto de prêmios,Nagradni fond,Pool cen,Præmiepulje,Prijzenpot,Prize Pool,Prize Pool,Palkintopotti,cagnotte,Preispool,Prize Pool,מאגר פרסים,Nyereményalap,Verðlaunapottur,Kumpulan Hadiah,Montepremi,賞金総額,Жүлде қоры,상금 풀,Balvu fonds,Prizinis fondas,Kumpulan Hadiah,Premiepott,Pula nagród,Conjunto de prêmios,Fondul de premii,Призовой фонд,奖池,Pool cien,Nagradni sklad,Bolsa de premios,Prispott,เงินรางวัลรวม,獎金池,Ödül Havuzu,Призовий фонд,Sovrin jamg'armasi,Nhóm giải thưởng
Fee,مصاريف,Ödəniş,Такса,Taxa,Pristojba,Poplatek,Betaling,Tarief,Fee,Bayad,Maksu,Frais,Gebühr,Αμοιβή,תַשְׁלוּם,Díj,Gjald,Biaya,Tassa,手数料,Алым,요금,Maksa,Mokestis,Yuran,Avgift,Opłata,Taxa,Taxa,Платеж,费用,Poplatok,Pristojbina,Tarifa,Avgift,ค่าธรรมเนียม,費用,Ücret,Комісія,To'lov,Phí
